Frame,Spine Angle,Hip Angle Left,Hip Angle Right
258,0.0,-6.5198017516569164,0.25019832019848426
259,0.6642691290600773,-5.737734670056421,0.5047955685563511
260,0.34515112316461827,-5.295212936617145,-0.0
261,0.17575337363720162,-6.095861544595815,-1.0369144645300008
262,0.3515034398739205,-6.6452782102744825,-1.606002989282307
263,0.1796100057473412,-6.340191745909907,-1.9652605719205554
264,0.36377783886507575,-6.215635899702712,-1.7445098415889146
265,0.37325712687277446,-6.246315620990171,-1.4763685098129729
266,0.5767836649307388,-5.9351712309518465,-2.109942848133221
267,1.3547152510307297,-5.481296594697382,-2.4628166759166974
268,1.5747450657529114,-5.0337869562000686,-3.1449574646980625
269,1.8024192380033301,-4.890402058053811,-3.5165474963354915
270,2.225923895113915,-4.398705354995426,-4.653351587268408
271,2.0750263614173856,-4.224403217083891,-4.849843901782772
272,1.6908972629503158,-4.398705354995508,-5.527540151656193
273,1.2970413251270634,-4.184916125118406,-5.970015980857076
274,1.1189159305669074,-3.908544294459497,-6.423470436556576
275,0.46205272143111403,-4.3707970379073995,-7.364746244982629
276,0.23675807190612802,-4.5139884580012835,-7.174324236482298
277,0.0,-4.166504885548778,-7.125016348901756
278,0.24381035610411247,-3.4799175042697996,-7.907162702958463
279,0.4896955931290853,-2.4716647616331806,-8.017093073655287
280,0.7408524093894968,-1.7226620716229253,-8.017093073655287
281,0.7538483330703917,-0.8814039965820905,-6.686909326182351
282,0.7571688650583556,-0.0,-6.428747748829791
283,0.7707487453920884,-0.4583564580000459,-5.670357343893972
284,0.7920570921621655,-0.0,-5.591557755757167
285,0.8069294551026208,-0.9093804491993703,-4.05673786129496
286,0.8263241397296038,-2.2196555531979785,-3.3177811683349283
287,0.5562522270812276,-2.748088180053839,-3.391339419796276
288,0.0,-2.3278150890412443,-3.0355691250556798
289,0.29083902234966263,-3.338470543764357,-2.642545294064586
290,0.8814039965820905,-4.3615726450206065,-3.6619355755199168
291,0.2984128199942944,-6.061788788728629,-2.910837826167747
292,0.0,-6.679886063222479,-3.4533162505310426
293,0.0,-5.609274446445833,-2.960936134163757
294,0.3148088073874965,-5.559947263309557,-2.5113632671630364
295,0.0,-6.115503566285384,-1.9920935729664508
296,0.6330767714315901,-6.115503566285384,-3.1221304621157002
297,0.3200848237810061,-6.679886063222479,-1.5911402711945817
298,0.643745714174742,-6.2824920881613355,-1.0912162252627395
299,1.6272833223934204,-5.815626529491226,-2.2679545359058073
300,1.3169124057934094,-6.8013148239815635,-1.701354605326239
301,1.674837990529331,-5.710593137499632,-2.2239612403854863
302,2.3579059707170145,-5.1944289077348,-3.8140748342903774
303,2.0454084888871935,-5.290081205371212,-3.301865674434948
304,2.4292733234999693,-5.290081205371212,-4.441241189432757
305,2.1080953123569413,-5.440332031005548,-4.044485574181196
306,1.767827055855949,-5.545317308862008,-4.666858371439036
307,1.4320961841645452,-5.767888897914106,-4.813550893706515
308,1.450216290933278,-5.247138901616464,-6.0724564072076905
309,1.1160103914072765,-4.214178522734008,-7.512144103052709
310,0.37447688672318885,-4.3510779515738935,-7.594643368591445
311,0.37694047959646054,-3.1449574646980625,-6.818214571651849
312,0.0,-1.9749340108819595,-7.512144103052709
313,0.38452965958394913,-0.0,-6.968256741378532
314,0.7742201649275633,-0.0,-6.745579647482799
315,0.38712775415007933,2.121096396661448,-6.340191745909907
316,0.0,2.121096396661448,-5.64824737373518
317,0.8126515942540915,0.6820603931730336,-4.969740728110363
318,1.2275788321345285,-0.0,-4.398705354995426
319,0.8363753254223716,-1.3478872801985966,-3.731396999160499
320,0.42440541936205695,-1.3639275316029233,-3.2154839917481746
321,0.0,-1.3803540734444093,-3.289242678491869
322,0.42757250683324377,-1.4320961841645452,-3.406443754994655
323,0.8746767711207286,-1.450216290933278,-3.489324905796376
324,0.4407280727601717,-3.715289105428618,-2.898576799281686
325,0.0,-4.5139884580012835,-2.9737310824800476
326,0.4511385467876194,-3.764034864905643,-2.9737310824800476
327,0.8951737102109717,-3.8140748342902824,-2.9737310824800476
328,0.8951737102109717,-3.764034864905643,-2.2906100426384346
329,0.9093804491993703,-4.398705354995426,-0.0
330,0.9315565980772975,-5.063616853030125,-0.7345210342544469
331,1.4086287353382885,-5.128191041852753,-0.0
332,1.4086287353382885,-5.128191041852753,-0.7957235527392753
333,1.9091524329963898,-4.398705354995426,-0.0
334,1.9251837083233283,-3.667788055531559,-0.7742201649275633
335,1.9414863909143463,-3.715289105428618,-0.7742201649275633
336,1.9749340108819595,-3.715289105428618,-0.7638984609298817
337,1.4814571708869444,-3.012787504183286,-0.0
338,1.0050860052541417,-3.052882514792463,-0.7957235527392753
339,1.0050860052541417,-3.136358368332688,-1.660282368983128
340,0.5070290609149195,-2.4540316745270325,-3.3177811683349283
341,0.5115558665872806,-2.5261169116194493,-4.332313983188472
342,0.0,-2.5637702114650978,-4.332313983188472
343,0.5208563745021152,-1.7098140441416,-5.19442890773487
344,0.0,-0.0,-5.117314849972611
345,0.5208563745021152,-0.0,-4.9697407281102155
346,1.060911690264151,-0.0,-5.710593137499632
347,1.060911690264151,0.9093804491993703,-4.9697407281102155
348,0.5305013166734736,1.877877447285382,-4.899092453787849
349,0.0,1.8476102659947131,-5.7927964950321496
350,0.5456575934158381,-0.0,-4.9697407281102155
351,0.5509039792188584,-0.0,-4.20535700170851
352,0.5562522270812276,-0.0,-4.20535700170851
353,0.5617053325664246,-0.8814039965820905,-3.36646066342994
354,0.5672664098578302,-0.8951737102109717,-3.468229258917201
355,0.5672664098578302,-1.8183029644518376,-3.521453376922158
356,0.0,-1.8476102659947131,-2.6837751594690458
357,0.5787255656079755,-4.685899839502699,-1.8183029644518376
358,0.5846305207048679,-4.685899839502699,-2.7702157972001697
359,1.181188913326966,-4.844000375080698,-2.8624052261117785
360,1.181188913326966,-3.945186229037603,-1.9091524329963898
361,0.5968094512291737,-4.927109947648964,-2.910837826167747
362,0.5968094512291737,-4.844000375080698,-2.960936134163757
363,1.181188913326966,-4.844000375080698,-3.012787504183286
364,0.5968094512291737,-5.710593137499632,-1.0050860052541417
365,0.5968094512291737,-6.6544250460065815,-1.023030188667591
366,0.60950657667471,-6.6544250460065815,-1.0050860052541417
367,1.2188752351316314,-6.546290783294054,-1.0050860052541417
368,1.2188752351316314,-6.546290783294054,-1.9749340108819595
369,1.8476102659947131,-6.6544250460065815,-1.9414863909143463
370,1.8476102659947131,-6.6544250460065815,-1.9414863909143463
371,1.2319774026399297,-5.806726905531528,-1.9749340108819595
372,1.2453642667683205,-5.806726905531528,-2.0095538130212285
373,0.6227556872065209,-5.906141113770496,-3.0664855011259387
374,1.2590452071753222,-5.906141113770496,-3.012787504183286
375,0.6365935759634798,-5.013113755035813,-5.1944289077348
376,0.0,-5.1944289077348,-4.236394799058849
377,0.0,-5.389311759973353,-5.492324557127452
378,0.643745714174742,-5.389311759973353,-4.316027519865585
379,0.0,-4.236394799058849,-5.389311759973353
380,0.0,-3.301865674434948,-5.290081205371212
381,0.6510603802297701,-2.245742565895211,-5.1944289077348
382,1.3169124057934094,-2.245742565895211,-5.290081205371212
383,0.6585431775640246,-1.1457628381751443,-5.102165252358147
384,1.3322198538699659,-0.0,-5.102165252358147
385,1.9978798564765745,-0.0,-4.085616779974888
386,1.3639275316029233,-0.0,-4.085616779974888
387,1.3639275316029233,-0.0,-4.085616779974888
388,1.3639275316029233,-1.101706115206064,-4.014175695410975
389,0.6820603931730336,-1.080924186660573,-3.0664855011259387
390,0.6902771978650802,-1.060911690264151,-4.085616779974888
391,0.6902771978650802,-2.1610794882264934,-3.1221304621157002
392,0.0,-3.433630362450615,-3.1798301198642793
393,0.6902771978650802,-4.484606009544624,-2.1610794882264934
394,0.0,-4.484606009544624,-1.080924186660573
395,0.6986943829831717,-4.484606009544624,-2.2025981617658013
396,1.3971810272963687,-3.503531644784471,-2.2906100426385936
397,2.121096396661448,-3.503531644784471,-3.433630362450615
398,2.0952525646238915,-4.573921259900898,-3.433630362450615
399,1.414423211401797,-4.484606009544624,-2.245742565895211
400,2.0952525646238915,-5.710593137499569,-1.1457628381751443
401,2.8271245781611563,-4.484606009544624,-0.0
402,2.8624052261119055,-5.599339336520614,1.1934894239817433
403,2.8624052261119055,-5.599339336520614,-0.0
404,3.532294583890835,-5.492324557127452,-0.0
405,3.5763343749973706,-4.573921259900898,-1.1934894239817433
406,3.532294583890835,-4.573921259900898,-4.763641690726144
407,4.289153328819095,-3.366460663429831,-4.666858371439036
408,4.289153328819095,-4.398705354995592,-6.98105740682978
409,4.289153328819095,-3.366460663429831,-7.969610394321355
410,4.343239951689415,-3.366460663429831,-9.272601777200324
411,4.289153328819095,-3.366460663429831,-8.130102354156005
412,4.236394799058849,-2.245742565895211,-9.272601777200324
413,3.532294583890835,-1.123302714075637,-9.272601777200324
414,2.898576799281686,-1.123302714075637,-9.272601777200324
415,2.1475854282984184,-1.123302714075637,-7.969610394321355
416,2.1475854282984184,-0.0,-9.090276920822312
417,2.121096396661448,-0.0,-9.090276920822312
418,2.121096396661448,1.080924186660573,-7.6668042618142165
419,1.414423211401797,1.080924186660573,-8.914926957147863
420,1.4320961841645452,1.080924186660573,-7.6668042618142165
421,1.4320961841645452,2.1610794882264934,-8.914926957147863
422,1.4320961841645452,3.1221304621157002,-8.583621480113967
423,2.1747441146101725,3.1798301198642793,-8.583621480113967
424,2.1475854282984184,6.340191745909907,-8.74616226255517
425,1.4320961841645452,6.225829064425822,-6.581944655178027
426,1.414423211401797,7.386043151267283,-5.492324557127452
427,1.414423211401797,9.637538112930999,-5.599339336520614
428,2.121096396661448,13.24051991518724,-4.398705354995592
429,2.1475854282984184,13.49573328079581,-4.398705354995592
430,1.4320961841645452,17.02052561151984,-4.484606009544624
431,2.1475854282984184,18.434948822922017,-3.433630362450615
432,0.7345210342544469,16.260204708311967,-0.0
433,0.7252242990591836,13.172553423326898,3.433630362450615
434,0.0,11.768288932020626,5.710593137499569
435,1.4320961841645452,9.090276920822312,7.969610394321355
436,0.7252242990591836,9.090276920822312,7.969610394321355
437,1.4688007143857,-6.581944655178027,8.74616226255517
438,2.202598161765636,-6.581944655178027,-8.583621480113967
439,2.9737310824800476,-7.6668042618142165,-5.389311759973353
440,2.2311746080310955,-6.7098368077569495,2.2025981617658013
441,2.935673446421099,-4.573921259900898,3.503531644784471
442,3.715289105428618,-4.484606009544624,5.710593137499569
443,2.935673446421099,-3.433630362450615,7.969610394321355
444,2.935673446421099,-4.484606009544624,5.599339336520614
445,2.935673446421099,-4.398705354995592,5.389311759973353
446,2.9737310824800476,-4.316027519865585,3.2397002961021064
