Frame,Neck_Angle,Left_Knee_Angle,Right_Knee_Angle
1,1.5074357587746403,1.9749340108819595,3.8140748342903774
2,3.012787504183286,1.9749340108819595,5.710593137499632
3,3.012787504183286,1.9749340108819595,5.710593137499632
4,3.012787504183286,0.0,3.945186229037603
5,3.012787504183286,0.0,3.8140748342903774
6,3.012787504183286,1.9091524329963898,3.8140748342903774
7,3.012787504183286,1.9091524329963898,3.8140748342903774
8,3.012787504183286,0.0,3.8140748342903774
9,1.5074357587746403,1.9091524329963898,3.8140748342903774
10,3.012787504183286,0.0,5.710593137499632
11,1.548157698977982,1.9091524329963898,3.8140748342903774
12,1.5074357587746403,1.9091524329963898,3.8140748342903774
13,3.012787504183286,1.9091524329963898,3.8140748342903774
14,1.5074357587746403,1.9091524329963898,3.8140748342903774
15,1.4688007143857,1.9091524329963898,3.8140748342903774
16,1.548157698977982,1.9091524329963898,3.8140748342903774
17,3.012787504183286,1.9749340108819595,5.710593137499632
18,3.0940580589172306,1.9091524329963898,3.8140748342903774
19,3.0940580589172306,1.9091524329963898,3.8140748342903774
20,3.0940580589172306,1.9091524329963898,3.8140748342903774
21,1.5074357587746403,1.9091524329963898,5.710593137499632
22,1.5074357587746403,1.9749340108819595,3.8140748342903774
23,1.5074357587746403,1.9749340108819595,3.945186229037603
24,1.4688007143857,1.9749340108819595,5.906141113770496
25,2.935673446421099,1.9749340108819595,5.906141113770496
26,1.4688007143857,3.945186229037603,5.906141113770496
27,1.5074357587746403,3.8140748342903774,5.710593137499632
28,1.5074357587746403,1.9749340108819595,5.710593137499632
29,1.5074357587746403,3.945186229037603,5.906141113770496
30,1.5074357587746403,3.945186229037603,5.906141113770496
31,1.5074357587746403,3.945186229037603,5.710593137499632
32,1.5074357587746403,1.9749340108819595,5.906141113770496
33,1.4688007143857,2.0454084888871935,5.906141113770496
34,1.5074357587746403,2.0454084888871935,5.906141113770496
35,1.5074357587746403,1.9749340108819595,5.906141113770496
36,1.5074357587746403,3.945186229037603,3.8140748342903774
37,0.0,3.945186229037603,3.8140748342903774
38,0.0,5.906141113770496,3.8140748342903774
39,0.0,3.945186229037603,3.945186229037603
40,0.0,3.945186229037603,3.945186229037603
41,0.0,5.710593137499632,5.906141113770496
42,0.0,3.945186229037603,3.945186229037603
43,0.0,5.906141113770496,3.8140748342903774
44,0.0,5.710593137499632,1.9749340108819595
45,0.0,5.710593137499632,3.945186229037603
46,0.0,5.906141113770496,3.945186229037603
47,0.0,7.853313301978239,3.945186229037603
48,0.0,7.853313301978239,3.945186229037603
49,0.0,7.853313301978239,1.9749340108819595
50,0.0,7.594643368591445,1.9749340108819595
51,0.0,5.710593137499632,1.9749340108819595
52,1.548157698977982,5.527540151656193,-1.9091524329963898
53,0.0,5.710593137499632,-1.9091524329963898
54,1.548157698977982,7.352379359892374,-3.8140748342903774
55,0.0,7.594643368591445,-5.527540151656193
56,0.0,7.352379359892374,-5.527540151656193
57,1.548157698977982,5.710593137499632,-3.8140748342903774
58,1.5074357587746403,7.594643368591445,-3.8140748342903774
59,1.5911402711948108,5.710593137499632,-3.8140748342903774
60,1.548157698977982,5.710593137499632,-3.8140748342903774
61,1.548157698977982,7.594643368591445,-3.945186229037603
62,1.548157698977982,5.906141113770496,-1.9091524329963898
63,1.548157698977982,7.853313301978239,-1.9091524329963898
64,1.5074357587746403,7.594643368591445,-1.9749340108819595
65,1.548157698977982,7.594643368591445,0.0
66,1.548157698977982,5.710593137499632,1.9749340108819595
67,1.4688007143857,6.115503566285384,4.085616779974888
68,0.0,8.130102354156005,4.085616779974888
69,1.4688007143857,6.115503566285384,4.085616779974888
70,0.0,7.853313301978239,4.085616779974888
71,0.0,8.130102354156005,4.085616779974888
72,1.4320961841645452,6.115503566285384,4.085616779974888
73,0.0,6.340191745909907,4.085616779974888
74,0.0,6.115503566285384,5.906141113770496
75,0.0,6.115503566285384,6.115503566285384
76,0.0,6.115503566285384,4.085616779974888
77,0.0,5.906141113770496,3.8140748342903774
78,0.0,6.115503566285384,4.085616779974888
79,0.0,4.085616779974888,3.945186229037603
80,1.4688007143857,3.945186229037603,1.9749340108819595
81,0.0,1.8476102659947131,5.906141113770496
82,0.0,1.9091524329963898,5.710593137499632
83,0.0,1.9091524329963898,5.710593137499632
84,1.5074357587746403,0.0,3.8140748342903774
85,1.4688007143857,1.9749340108819595,5.710593137499632
86,1.4688007143857,1.9749340108819595,3.945186229037603
87,1.4688007143857,1.9749340108819595,3.945186229037603
88,1.5074357587746403,1.9749340108819595,3.6913859864512575
89,1.4688007143857,1.9749340108819595,5.710593137499632
90,0.0,3.945186229037603,5.906141113770496
91,1.5074357587746403,3.945186229037603,5.906141113770496
92,1.4688007143857,1.9749340108819595,3.945186229037603
93,1.2730300200569502,-1.8476102659947131,3.5763343749973706
94,0.0,-1.9091524329963898,1.9091524329963898
95,0.0,0.0,3.6913859864512575
96,0.0,0.0,3.6913859864512575
97,0.0,0.0,1.8476102659947131
98,0.0,8.130102354156005,3.945186229037603
99,0.0,8.130102354156005,5.906141113770496
100,1.3971810272963687,8.426969021480721,3.945186229037603
101,0.0,10.124671655397842,3.945186229037603
102,1.3971810272963687,10.124671655397842,3.945186229037603
103,1.3971810272963687,10.124671655397842,3.8140748342903774
104,2.7927023657133487,8.130102354156005,3.8140748342903774
105,1.4320961841645452,9.782407031807248,3.8140748342903774
106,2.7927023657133487,9.782407031807248,3.945186229037603
107,2.8624052261119055,9.782407031807248,3.6913859864512575
108,2.8624052261119055,9.46232220802565,3.8140748342903774
109,2.7927023657133487,7.125016348901756,1.8476102659947131
110,2.8624052261119055,7.125016348901756,1.8476102659947131
111,2.8624052261119055,6.911227119024715,0.0
112,4.289153328819095,7.125016348901756,0.0
113,5.710593137499632,5.19442890773487,-3.468229258917201
114,5.856013585428968,5.19442890773487,-3.468229258917201
115,5.856013585428968,6.911227119024715,-5.042451069170885
116,5.710593137499632,5.355825042855143,-3.36646066342994
117,5.710593137499632,5.527540151656193,-3.5763343749973706
118,7.125016348901756,5.19442890773487,-3.5763343749973706
119,7.125016348901756,6.911227119024715,-5.355825042855143
120,5.710593137499632,8.880659150520234,-5.355825042855143
121,7.125016348901756,7.125016348901756,-5.355825042855143
122,7.125016348901756,8.880659150520234,-3.6913859864512575
123,6.9529574681739215,7.352379359892374,-3.5763343749973706
124,5.710593137499632,7.352379359892374,-3.6913859864512575
125,6.9529574681739215,7.125016348901756,-3.6913859864512575
